,system1,system2,system3,system4,system5,system6,system7,system8,system9,system10
332,10.0,5.0,200.0,10.0,5.0,10.0,60.0,20.0,100.0,30.0
333,200.0,5.0,200.0,10.0,5.0,10.0,60.0,20.0,100.0,30.0
334,10.0,20.0,200.0,10.0,5.0,10.0,60.0,20.0,100.0,30.0
335,200.0,20.0,200.0,10.0,5.0,10.0,60.0,20.0,100.0,30.0
336,10.0,5.0,100.0,5.0,50.0,10.0,60.0,20.0,100.0,30.0
337,200.0,5.0,100.0,5.0,50.0,10.0,60.0,20.0,100.0,30.0
338,10.0,20.0,100.0,5.0,50.0,10.0,60.0,20.0,100.0,30.0
339,200.0,20.0,100.0,5.0,50.0,10.0,60.0,20.0,100.0,30.0
340,10.0,5.0,200.0,5.0,50.0,10.0,60.0,20.0,100.0,30.0
341,200.0,5.0,200.0,5.0,50.0,10.0,60.0,20.0,100.0,30.0
342,10.0,20.0,200.0,5.0,50.0,10.0,60.0,20.0,100.0,30.0
343,200.0,20.0,200.0,5.0,50.0,10.0,60.0,20.0,100.0,30.0
344,10.0,5.0,100.0,10.0,50.0,10.0,60.0,20.0,100.0,30.0
345,200.0,5.0,100.0,10.0,50.0,10.0,60.0,20.0,100.0,30.0
346,10.0,20.0,100.0,10.0,50.0,10.0,60.0,20.0,100.0,30.0
347,200.0,20.0,100.0,10.0,50.0,10.0,60.0,20.0,100.0,30.0
348,10.0,5.0,200.0,10.0,50.0,10.0,60.0,20.0,100.0,30.0
349,200.0,5.0,200.0,10.0,50.0,10.0,60.0,20.0,100.0,30.0
350,10.0,20.0,200.0,10.0,50.0,10.0,60.0,20.0,100.0,30.0
351,200.0,20.0,200.0,10.0,50.0,10.0,60.0,20.0,100.0,30.0
352,10.0,5.0,100.0,5.0,5.0,40.0,60.0,20.0,100.0,30.0
353,200.0,5.0,100.0,5.0,5.0,40.0,60.0,20.0,100.0,30.0
354,10.0,20.0,100.0,5.0,5.0,40.0,60.0,20.0,100.0,30.0
355,200.0,20.0,100.0,5.0,5.0,40.0,60.0,20.0,100.0,30.0
356,10.0,5.0,200.0,5.0,5.0,40.0,60.0,20.0,100.0,30.0
357,200.0,5.0,200.0,5.0,5.0,40.0,60.0,20.0,100.0,30.0
358,10.0,20.0,200.0,5.0,5.0,40.0,60.0,20.0,100.0,30.0
359,200.0,20.0,200.0,5.0,5.0,40.0,60.0,20.0,100.0,30.0
360,10.0,5.0,100.0,10.0,5.0,40.0,60.0,20.0,100.0,30.0
361,200.0,5.0,100.0,10.0,5.0,40.0,60.0,20.0,100.0,30.0
362,10.0,20.0,100.0,10.0,5.0,40.0,60.0,20.0,100.0,30.0
363,200.0,20.0,100.0,10.0,5.0,40.0,60.0,20.0,100.0,30.0
364,10.0,5.0,200.0,10.0,5.0,40.0,60.0,20.0,100.0,30.0
365,200.0,5.0,200.0,10.0,5.0,40.0,60.0,20.0,100.0,30.0
366,10.0,20.0,200.0,10.0,5.0,40.0,60.0,20.0,100.0,30.0
367,200.0,20.0,200.0,10.0,5.0,40.0,60.0,20.0,100.0,30.0
368,10.0,5.0,100.0,5.0,50.0,40.0,60.0,20.0,100.0,30.0
369,200.0,5.0,100.0,5.0,50.0,40.0,60.0,20.0,100.0,30.0
370,10.0,20.0,100.0,5.0,50.0,40.0,60.0,20.0,100.0,30.0
371,200.0,20.0,100.0,5.0,50.0,40.0,60.0,20.0,100.0,30.0
372,10.0,5.0,200.0,5.0,50.0,40.0,60.0,20.0,100.0,30.0
373,200.0,5.0,200.0,5.0,50.0,40.0,60.0,20.0,100.0,30.0
374,10.0,20.0,200.0,5.0,50.0,40.0,60.0,20.0,100.0,30.0
375,200.0,20.0,200.0,5.0,50.0,40.0,60.0,20.0,100.0,30.0
376,10.0,5.0,100.0,10.0,50.0,40.0,60.0,20.0,100.0,30.0
377,200.0,5.0,100.0,10.0,50.0,40.0,60.0,20.0,100.0,30.0
378,10.0,20.0,100.0,10.0,50.0,40.0,60.0,20.0,100.0,30.0
379,200.0,20.0,100.0,10.0,50.0,40.0,60.0,20.0,100.0,30.0
380,10.0,5.0,200.0,10.0,50.0,40.0,60.0,20.0,100.0,30.0
381,200.0,5.0,200.0,10.0,50.0,40.0,60.0,20.0,100.0,30.0
382,10.0,20.0,200.0,10.0,50.0,40.0,60.0,20.0,100.0,30.0
383,200.0,20.0,200.0,10.0,50.0,40.0,60.0,20.0,100.0,30.0
384,10.0,5.0,100.0,5.0,5.0,10.0,15.0,80.0,100.0,30.0
385,200.0,5.0,100.0,5.0,5.0,10.0,15.0,80.0,100.0,30.0
386,10.0,20.0,100.0,5.0,5.0,10.0,15.0,80.0,100.0,30.0
387,200.0,20.0,100.0,5.0,5.0,10.0,15.0,80.0,100.0,30.0
388,10.0,5.0,200.0,5.0,5.0,10.0,15.0,80.0,100.0,30.0
389,200.0,5.0,200.0,5.0,5.0,10.0,15.0,80.0,100.0,30.0
390,10.0,20.0,200.0,5.0,5.0,10.0,15.0,80.0,100.0,30.0
391,200.0,20.0,200.0,5.0,5.0,10.0,15.0,80.0,100.0,30.0
392,10.0,5.0,100.0,10.0,5.0,10.0,15.0,80.0,100.0,30.0
393,200.0,5.0,100.0,10.0,5.0,10.0,15.0,80.0,100.0,30.0
394,10.0,20.0,100.0,10.0,5.0,10.0,15.0,80.0,100.0,30.0
395,200.0,20.0,100.0,10.0,5.0,10.0,15.0,80.0,100.0,30.0
396,10.0,5.0,200.0,10.0,5.0,10.0,15.0,80.0,100.0,30.0
397,200.0,5.0,200.0,10.0,5.0,10.0,15.0,80.0,100.0,30.0
398,10.0,20.0,200.0,10.0,5.0,10.0,15.0,80.0,100.0,30.0
399,200.0,20.0,200.0,10.0,5.0,10.0,15.0,80.0,100.0,30.0
400,10.0,5.0,100.0,5.0,50.0,10.0,15.0,80.0,100.0,30.0
401,200.0,5.0,100.0,5.0,50.0,10.0,15.0,80.0,100.0,30.0
402,10.0,20.0,100.0,5.0,50.0,10.0,15.0,80.0,100.0,30.0
403,200.0,20.0,100.0,5.0,50.0,10.0,15.0,80.0,100.0,30.0
404,10.0,5.0,200.0,5.0,50.0,10.0,15.0,80.0,100.0,30.0
405,200.0,5.0,200.0,5.0,50.0,10.0,15.0,80.0,100.0,30.0
406,10.0,20.0,200.0,5.0,50.0,10.0,15.0,80.0,100.0,30.0
407,200.0,20.0,200.0,5.0,50.0,10.0,15.0,80.0,100.0,30.0
408,10.0,5.0,100.0,10.0,50.0,10.0,15.0,80.0,100.0,30.0
409,200.0,5.0,100.0,10.0,50.0,10.0,15.0,80.0,100.0,30.0
410,10.0,20.0,100.0,10.0,50.0,10.0,15.0,80.0,100.0,30.0
411,200.0,20.0,100.0,10.0,50.0,10.0,15.0,80.0,100.0,30.0
412,10.0,5.0,200.0,10.0,50.0,10.0,15.0,80.0,100.0,30.0
413,200.0,5.0,200.0,10.0,50.0,10.0,15.0,80.0,100.0,30.0
414,10.0,20.0,200.0,10.0,50.0,10.0,15.0,80.0,100.0,30.0
415,200.0,20.0,200.0,10.0,50.0,10.0,15.0,80.0,100.0,30.0
416,10.0,5.0,100.0,5.0,5.0,40.0,15.0,80.0,100.0,30.0
417,200.0,5.0,100.0,5.0,5.0,40.0,15.0,80.0,100.0,30.0
418,10.0,20.0,100.0,5.0,5.0,40.0,15.0,80.0,100.0,30.0
419,200.0,20.0,100.0,5.0,5.0,40.0,15.0,80.0,100.0,30.0
420,10.0,5.0,200.0,5.0,5.0,40.0,15.0,80.0,100.0,30.0
421,200.0,5.0,200.0,5.0,5.0,40.0,15.0,80.0,100.0,30.0
422,10.0,20.0,200.0,5.0,5.0,40.0,15.0,80.0,100.0,30.0
423,200.0,20.0,200.0,5.0,5.0,40.0,15.0,80.0,100.0,30.0
424,10.0,5.0,100.0,10.0,5.0,40.0,15.0,80.0,100.0,30.0
425,200.0,5.0,100.0,10.0,5.0,40.0,15.0,80.0,100.0,30.0
426,10.0,20.0,100.0,10.0,5.0,40.0,15.0,80.0,100.0,30.0
427,200.0,20.0,100.0,10.0,5.0,40.0,15.0,80.0,100.0,30.0
428,10.0,5.0,200.0,10.0,5.0,40.0,15.0,80.0,100.0,30.0
429,200.0,5.0,200.0,10.0,5.0,40.0,15.0,80.0,100.0,30.0
430,10.0,20.0,200.0,10.0,5.0,40.0,15.0,80.0,100.0,30.0
431,200.0,20.0,200.0,10.0,5.0,40.0,15.0,80.0,100.0,30.0
432,10.0,5.0,100.0,5.0,50.0,40.0,15.0,80.0,100.0,30.0
433,200.0,5.0,100.0,5.0,50.0,40.0,15.0,80.0,100.0,30.0
434,10.0,20.0,100.0,5.0,50.0,40.0,15.0,80.0,100.0,30.0
435,200.0,20.0,100.0,5.0,50.0,40.0,15.0,80.0,100.0,30.0
436,10.0,5.0,200.0,5.0,50.0,40.0,15.0,80.0,100.0,30.0
437,200.0,5.0,200.0,5.0,50.0,40.0,15.0,80.0,100.0,30.0
438,10.0,20.0,200.0,5.0,50.0,40.0,15.0,80.0,100.0,30.0
439,200.0,20.0,200.0,5.0,50.0,40.0,15.0,80.0,100.0,30.0
440,10.0,5.0,100.0,10.0,50.0,40.0,15.0,80.0,100.0,30.0
441,200.0,5.0,100.0,10.0,50.0,40.0,15.0,80.0,100.0,30.0
442,10.0,20.0,100.0,10.0,50.0,40.0,15.0,80.0,100.0,30.0
443,200.0,20.0,100.0,10.0,50.0,40.0,15.0,80.0,100.0,30.0
444,10.0,5.0,200.0,10.0,50.0,40.0,15.0,80.0,100.0,30.0
445,200.0,5.0,200.0,10.0,50.0,40.0,15.0,80.0,100.0,30.0
446,10.0,20.0,200.0,10.0,50.0,40.0,15.0,80.0,100.0,30.0
447,200.0,20.0,200.0,10.0,50.0,40.0,15.0,80.0,100.0,30.0
448,10.0,5.0,100.0,5.0,5.0,10.0,60.0,80.0,100.0,30.0
449,200.0,5.0,100.0,5.0,5.0,10.0,60.0,80.0,100.0,30.0
450,10.0,20.0,100.0,5.0,5.0,10.0,60.0,80.0,100.0,30.0
451,200.0,20.0,100.0,5.0,5.0,10.0,60.0,80.0,100.0,30.0
452,10.0,5.0,200.0,5.0,5.0,10.0,60.0,80.0,100.0,30.0
453,200.0,5.0,200.0,5.0,5.0,10.0,60.0,80.0,100.0,30.0
454,10.0,20.0,200.0,5.0,5.0,10.0,60.0,80.0,100.0,30.0
455,200.0,20.0,200.0,5.0,5.0,10.0,60.0,80.0,100.0,30.0
456,10.0,5.0,100.0,10.0,5.0,10.0,60.0,80.0,100.0,30.0
457,200.0,5.0,100.0,10.0,5.0,10.0,60.0,80.0,100.0,30.0
458,10.0,20.0,100.0,10.0,5.0,10.0,60.0,80.0,100.0,30.0
459,200.0,20.0,100.0,10.0,5.0,10.0,60.0,80.0,100.0,30.0
460,10.0,5.0,200.0,10.0,5.0,10.0,60.0,80.0,100.0,30.0
461,200.0,5.0,200.0,10.0,5.0,10.0,60.0,80.0,100.0,30.0
462,10.0,20.0,200.0,10.0,5.0,10.0,60.0,80.0,100.0,30.0
463,200.0,20.0,200.0,10.0,5.0,10.0,60.0,80.0,100.0,30.0
464,10.0,5.0,100.0,5.0,50.0,10.0,60.0,80.0,100.0,30.0
465,200.0,5.0,100.0,5.0,50.0,10.0,60.0,80.0,100.0,30.0
466,10.0,20.0,100.0,5.0,50.0,10.0,60.0,80.0,100.0,30.0
467,200.0,20.0,100.0,5.0,50.0,10.0,60.0,80.0,100.0,30.0
468,10.0,5.0,200.0,5.0,50.0,10.0,60.0,80.0,100.0,30.0
469,200.0,5.0,200.0,5.0,50.0,10.0,60.0,80.0,100.0,30.0
470,10.0,20.0,200.0,5.0,50.0,10.0,60.0,80.0,100.0,30.0
471,200.0,20.0,200.0,5.0,50.0,10.0,60.0,80.0,100.0,30.0
472,10.0,5.0,100.0,10.0,50.0,10.0,60.0,80.0,100.0,30.0
473,200.0,5.0,100.0,10.0,50.0,10.0,60.0,80.0,100.0,30.0
474,10.0,20.0,100.0,10.0,50.0,10.0,60.0,80.0,100.0,30.0
475,200.0,20.0,100.0,10.0,50.0,10.0,60.0,80.0,100.0,30.0
476,10.0,5.0,200.0,10.0,50.0,10.0,60.0,80.0,100.0,30.0
477,200.0,5.0,200.0,10.0,50.0,10.0,60.0,80.0,100.0,30.0
478,10.0,20.0,200.0,10.0,50.0,10.0,60.0,80.0,100.0,30.0
479,200.0,20.0,200.0,10.0,50.0,10.0,60.0,80.0,100.0,30.0
480,10.0,5.0,100.0,5.0,5.0,40.0,60.0,80.0,100.0,30.0
481,200.0,5.0,100.0,5.0,5.0,40.0,60.0,80.0,100.0,30.0
482,10.0,20.0,100.0,5.0,5.0,40.0,60.0,80.0,100.0,30.0
483,200.0,20.0,100.0,5.0,5.0,40.0,60.0,80.0,100.0,30.0
484,10.0,5.0,200.0,5.0,5.0,40.0,60.0,80.0,100.0,30.0
485,200.0,5.0,200.0,5.0,5.0,40.0,60.0,80.0,100.0,30.0
486,10.0,20.0,200.0,5.0,5.0,40.0,60.0,80.0,100.0,30.0
487,200.0,20.0,200.0,5.0,5.0,40.0,60.0,80.0,100.0,30.0
488,10.0,5.0,100.0,10.0,5.0,40.0,60.0,80.0,100.0,30.0
489,200.0,5.0,100.0,10.0,5.0,40.0,60.0,80.0,100.0,30.0
490,10.0,20.0,100.0,10.0,5.0,40.0,60.0,80.0,100.0,30.0
491,200.0,20.0,100.0,10.0,5.0,40.0,60.0,80.0,100.0,30.0
492,10.0,5.0,200.0,10.0,5.0,40.0,60.0,80.0,100.0,30.0
493,200.0,5.0,200.0,10.0,5.0,40.0,60.0,80.0,100.0,30.0
494,10.0,20.0,200.0,10.0,5.0,40.0,60.0,80.0,100.0,30.0
495,200.0,20.0,200.0,10.0,5.0,40.0,60.0,80.0,100.0,30.0
496,10.0,5.0,100.0,5.0,50.0,40.0,60.0,80.0,100.0,30.0
497,200.0,5.0,100.0,5.0,50.0,40.0,60.0,80.0,100.0,30.0
498,10.0,20.0,100.0,5.0,50.0,40.0,60.0,80.0,100.0,30.0
499,200.0,20.0,100.0,5.0,50.0,40.0,60.0,80.0,100.0,30.0
500,10.0,5.0,200.0,5.0,50.0,40.0,60.0,80.0,100.0,30.0
501,200.0,5.0,200.0,5.0,50.0,40.0,60.0,80.0,100.0,30.0
502,10.0,20.0,200.0,5.0,50.0,40.0,60.0,80.0,100.0,30.0
503,200.0,20.0,200.0,5.0,50.0,40.0,60.0,80.0,100.0,30.0
504,10.0,5.0,100.0,10.0,50.0,40.0,60.0,80.0,100.0,30.0
505,200.0,5.0,100.0,10.0,50.0,40.0,60.0,80.0,100.0,30.0
506,10.0,20.0,100.0,10.0,50.0,40.0,60.0,80.0,100.0,30.0
507,200.0,20.0,100.0,10.0,50.0,40.0,60.0,80.0,100.0,30.0
508,10.0,5.0,200.0,10.0,50.0,40.0,60.0,80.0,100.0,30.0
509,200.0,5.0,200.0,10.0,50.0,40.0,60.0,80.0,100.0,30.0
510,10.0,20.0,200.0,10.0,50.0,40.0,60.0,80.0,100.0,30.0
511,200.0,20.0,200.0,10.0,50.0,40.0,60.0,80.0,100.0,30.0
512,10.0,5.0,100.0,5.0,5.0,10.0,15.0,20.0,30.0,100.0
513,200.0,5.0,100.0,5.0,5.0,10.0,15.0,20.0,30.0,100.0
514,10.0,20.0,100.0,5.0,5.0,10.0,15.0,20.0,30.0,100.0
515,200.0,20.0,100.0,5.0,5.0,10.0,15.0,20.0,30.0,100.0
516,10.0,5.0,200.0,5.0,5.0,10.0,15.0,20.0,30.0,100.0
517,200.0,5.0,200.0,5.0,5.0,10.0,15.0,20.0,30.0,100.0
518,10.0,20.0,200.0,5.0,5.0,10.0,15.0,20.0,30.0,100.0
519,200.0,20.0,200.0,5.0,5.0,10.0,15.0,20.0,30.0,100.0
520,10.0,5.0,100.0,10.0,5.0,10.0,15.0,20.0,30.0,100.0
521,200.0,5.0,100.0,10.0,5.0,10.0,15.0,20.0,30.0,100.0
522,10.0,20.0,100.0,10.0,5.0,10.0,15.0,20.0,30.0,100.0
523,200.0,20.0,100.0,10.0,5.0,10.0,15.0,20.0,30.0,100.0
524,10.0,5.0,200.0,10.0,5.0,10.0,15.0,20.0,30.0,100.0
525,200.0,5.0,200.0,10.0,5.0,10.0,15.0,20.0,30.0,100.0
526,10.0,20.0,200.0,10.0,5.0,10.0,15.0,20.0,30.0,100.0
527,200.0,20.0,200.0,10.0,5.0,10.0,15.0,20.0,30.0,100.0
528,10.0,5.0,100.0,5.0,50.0,10.0,15.0,20.0,30.0,100.0
529,200.0,5.0,100.0,5.0,50.0,10.0,15.0,20.0,30.0,100.0
530,10.0,20.0,100.0,5.0,50.0,10.0,15.0,20.0,30.0,100.0
531,200.0,20.0,100.0,5.0,50.0,10.0,15.0,20.0,30.0,100.0
532,10.0,5.0,200.0,5.0,50.0,10.0,15.0,20.0,30.0,100.0
533,200.0,5.0,200.0,5.0,50.0,10.0,15.0,20.0,30.0,100.0
534,10.0,20.0,200.0,5.0,50.0,10.0,15.0,20.0,30.0,100.0
535,200.0,20.0,200.0,5.0,50.0,10.0,15.0,20.0,30.0,100.0
536,10.0,5.0,100.0,10.0,50.0,10.0,15.0,20.0,30.0,100.0
537,200.0,5.0,100.0,10.0,50.0,10.0,15.0,20.0,30.0,100.0
538,10.0,20.0,100.0,10.0,50.0,10.0,15.0,20.0,30.0,100.0
539,200.0,20.0,100.0,10.0,50.0,10.0,15.0,20.0,30.0,100.0
540,10.0,5.0,200.0,10.0,50.0,10.0,15.0,20.0,30.0,100.0
541,200.0,5.0,200.0,10.0,50.0,10.0,15.0,20.0,30.0,100.0
542,10.0,20.0,200.0,10.0,50.0,10.0,15.0,20.0,30.0,100.0
543,200.0,20.0,200.0,10.0,50.0,10.0,15.0,20.0,30.0,100.0
544,10.0,5.0,100.0,5.0,5.0,40.0,15.0,20.0,30.0,100.0
545,200.0,5.0,100.0,5.0,5.0,40.0,15.0,20.0,30.0,100.0
546,10.0,20.0,100.0,5.0,5.0,40.0,15.0,20.0,30.0,100.0
547,200.0,20.0,100.0,5.0,5.0,40.0,15.0,20.0,30.0,100.0
548,10.0,5.0,200.0,5.0,5.0,40.0,15.0,20.0,30.0,100.0
549,200.0,5.0,200.0,5.0,5.0,40.0,15.0,20.0,30.0,100.0
550,10.0,20.0,200.0,5.0,5.0,40.0,15.0,20.0,30.0,100.0
551,200.0,20.0,200.0,5.0,5.0,40.0,15.0,20.0,30.0,100.0
552,10.0,5.0,100.0,10.0,5.0,40.0,15.0,20.0,30.0,100.0
553,200.0,5.0,100.0,10.0,5.0,40.0,15.0,20.0,30.0,100.0
554,10.0,20.0,100.0,10.0,5.0,40.0,15.0,20.0,30.0,100.0
555,200.0,20.0,100.0,10.0,5.0,40.0,15.0,20.0,30.0,100.0
556,10.0,5.0,200.0,10.0,5.0,40.0,15.0,20.0,30.0,100.0
557,200.0,5.0,200.0,10.0,5.0,40.0,15.0,20.0,30.0,100.0
558,10.0,20.0,200.0,10.0,5.0,40.0,15.0,20.0,30.0,100.0
559,200.0,20.0,200.0,10.0,5.0,40.0,15.0,20.0,30.0,100.0
560,10.0,5.0,100.0,5.0,50.0,40.0,15.0,20.0,30.0,100.0
561,200.0,5.0,100.0,5.0,50.0,40.0,15.0,20.0,30.0,100.0
562,10.0,20.0,100.0,5.0,50.0,40.0,15.0,20.0,30.0,100.0
563,200.0,20.0,100.0,5.0,50.0,40.0,15.0,20.0,30.0,100.0
564,10.0,5.0,200.0,5.0,50.0,40.0,15.0,20.0,30.0,100.0
565,200.0,5.0,200.0,5.0,50.0,40.0,15.0,20.0,30.0,100.0
566,10.0,20.0,200.0,5.0,50.0,40.0,15.0,20.0,30.0,100.0
567,200.0,20.0,200.0,5.0,50.0,40.0,15.0,20.0,30.0,100.0
568,10.0,5.0,100.0,10.0,50.0,40.0,15.0,20.0,30.0,100.0
569,200.0,5.0,100.0,10.0,50.0,40.0,15.0,20.0,30.0,100.0
570,10.0,20.0,100.0,10.0,50.0,40.0,15.0,20.0,30.0,100.0
571,200.0,20.0,100.0,10.0,50.0,40.0,15.0,20.0,30.0,100.0
572,10.0,5.0,200.0,10.0,50.0,40.0,15.0,20.0,30.0,100.0
573,200.0,5.0,200.0,10.0,50.0,40.0,15.0,20.0,30.0,100.0
574,10.0,20.0,200.0,10.0,50.0,40.0,15.0,20.0,30.0,100.0
575,200.0,20.0,200.0,10.0,50.0,40.0,15.0,20.0,30.0,100.0
576,10.0,5.0,100.0,5.0,5.0,10.0,60.0,20.0,30.0,100.0
577,200.0,5.0,100.0,5.0,5.0,10.0,60.0,20.0,30.0,100.0
578,10.0,20.0,100.0,5.0,5.0,10.0,60.0,20.0,30.0,100.0
579,200.0,20.0,100.0,5.0,5.0,10.0,60.0,20.0,30.0,100.0
580,10.0,5.0,200.0,5.0,5.0,10.0,60.0,20.0,30.0,100.0
581,200.0,5.0,200.0,5.0,5.0,10.0,60.0,20.0,30.0,100.0
582,10.0,20.0,200.0,5.0,5.0,10.0,60.0,20.0,30.0,100.0
583,200.0,20.0,200.0,5.0,5.0,10.0,60.0,20.0,30.0,100.0
584,10.0,5.0,100.0,10.0,5.0,10.0,60.0,20.0,30.0,100.0
585,200.0,5.0,100.0,10.0,5.0,10.0,60.0,20.0,30.0,100.0
586,10.0,20.0,100.0,10.0,5.0,10.0,60.0,20.0,30.0,100.0
587,200.0,20.0,100.0,10.0,5.0,10.0,60.0,20.0,30.0,100.0
588,10.0,5.0,200.0,10.0,5.0,10.0,60.0,20.0,30.0,100.0
589,200.0,5.0,200.0,10.0,5.0,10.0,60.0,20.0,30.0,100.0
590,10.0,20.0,200.0,10.0,5.0,10.0,60.0,20.0,30.0,100.0
591,200.0,20.0,200.0,10.0,5.0,10.0,60.0,20.0,30.0,100.0
592,10.0,5.0,100.0,5.0,50.0,10.0,60.0,20.0,30.0,100.0
593,200.0,5.0,100.0,5.0,50.0,10.0,60.0,20.0,30.0,100.0
594,10.0,20.0,100.0,5.0,50.0,10.0,60.0,20.0,30.0,100.0
595,200.0,20.0,100.0,5.0,50.0,10.0,60.0,20.0,30.0,100.0
596,10.0,5.0,200.0,5.0,50.0,10.0,60.0,20.0,30.0,100.0
597,200.0,5.0,200.0,5.0,50.0,10.0,60.0,20.0,30.0,100.0
598,10.0,20.0,200.0,5.0,50.0,10.0,60.0,20.0,30.0,100.0
599,200.0,20.0,200.0,5.0,50.0,10.0,60.0,20.0,30.0,100.0
600,10.0,5.0,100.0,10.0,50.0,10.0,60.0,20.0,30.0,100.0
601,200.0,5.0,100.0,10.0,50.0,10.0,60.0,20.0,30.0,100.0
602,10.0,20.0,100.0,10.0,50.0,10.0,60.0,20.0,30.0,100.0
603,200.0,20.0,100.0,10.0,50.0,10.0,60.0,20.0,30.0,100.0
604,10.0,5.0,200.0,10.0,50.0,10.0,60.0,20.0,30.0,100.0
605,200.0,5.0,200.0,10.0,50.0,10.0,60.0,20.0,30.0,100.0
606,10.0,20.0,200.0,10.0,50.0,10.0,60.0,20.0,30.0,100.0
607,200.0,20.0,200.0,10.0,50.0,10.0,60.0,20.0,30.0,100.0
608,10.0,5.0,100.0,5.0,5.0,40.0,60.0,20.0,30.0,100.0
609,200.0,5.0,100.0,5.0,5.0,40.0,60.0,20.0,30.0,100.0
610,10.0,20.0,100.0,5.0,5.0,40.0,60.0,20.0,30.0,100.0
611,200.0,20.0,100.0,5.0,5.0,40.0,60.0,20.0,30.0,100.0
612,10.0,5.0,200.0,5.0,5.0,40.0,60.0,20.0,30.0,100.0
613,200.0,5.0,200.0,5.0,5.0,40.0,60.0,20.0,30.0,100.0
614,10.0,20.0,200.0,5.0,5.0,40.0,60.0,20.0,30.0,100.0
615,200.0,20.0,200.0,5.0,5.0,40.0,60.0,20.0,30.0,100.0
616,10.0,5.0,100.0,10.0,5.0,40.0,60.0,20.0,30.0,100.0
617,200.0,5.0,100.0,10.0,5.0,40.0,60.0,20.0,30.0,100.0
618,10.0,20.0,100.0,10.0,5.0,40.0,60.0,20.0,30.0,100.0
619,200.0,20.0,100.0,10.0,5.0,40.0,60.0,20.0,30.0,100.0
620,10.0,5.0,200.0,10.0,5.0,40.0,60.0,20.0,30.0,100.0
621,200.0,5.0,200.0,10.0,5.0,40.0,60.0,20.0,30.0,100.0
622,10.0,20.0,200.0,10.0,5.0,40.0,60.0,20.0,30.0,100.0
623,200.0,20.0,200.0,10.0,5.0,40.0,60.0,20.0,30.0,100.0
624,10.0,5.0,100.0,5.0,50.0,40.0,60.0,20.0,30.0,100.0
625,200.0,5.0,100.0,5.0,50.0,40.0,60.0,20.0,30.0,100.0
626,10.0,20.0,100.0,5.0,50.0,40.0,60.0,20.0,30.0,100.0
627,200.0,20.0,100.0,5.0,50.0,40.0,60.0,20.0,30.0,100.0
628,10.0,5.0,200.0,5.0,50.0,40.0,60.0,20.0,30.0,100.0
629,200.0,5.0,200.0,5.0,50.0,40.0,60.0,20.0,30.0,100.0
630,10.0,20.0,200.0,5.0,50.0,40.0,60.0,20.0,30.0,100.0
631,200.0,20.0,200.0,5.0,50.0,40.0,60.0,20.0,30.0,100.0
632,10.0,5.0,100.0,10.0,50.0,40.0,60.0,20.0,30.0,100.0
633,200.0,5.0,100.0,10.0,50.0,40.0,60.0,20.0,30.0,100.0
634,10.0,20.0,100.0,10.0,50.0,40.0,60.0,20.0,30.0,100.0
635,200.0,20.0,100.0,10.0,50.0,40.0,60.0,20.0,30.0,100.0
636,10.0,5.0,200.0,10.0,50.0,40.0,60.0,20.0,30.0,100.0
637,200.0,5.0,200.0,10.0,50.0,40.0,60.0,20.0,30.0,100.0
638,10.0,20.0,200.0,10.0,50.0,40.0,60.0,20.0,30.0,100.0
639,200.0,20.0,200.0,10.0,50.0,40.0,60.0,20.0,30.0,100.0
640,10.0,5.0,100.0,5.0,5.0,10.0,15.0,80.0,30.0,100.0
641,200.0,5.0,100.0,5.0,5.0,10.0,15.0,80.0,30.0,100.0
642,10.0,20.0,100.0,5.0,5.0,10.0,15.0,80.0,30.0,100.0
643,200.0,20.0,100.0,5.0,5.0,10.0,15.0,80.0,30.0,100.0
644,10.0,5.0,200.0,5.0,5.0,10.0,15.0,80.0,30.0,100.0
645,200.0,5.0,200.0,5.0,5.0,10.0,15.0,80.0,30.0,100.0
646,10.0,20.0,200.0,5.0,5.0,10.0,15.0,80.0,30.0,100.0
647,200.0,20.0,200.0,5.0,5.0,10.0,15.0,80.0,30.0,100.0
648,10.0,5.0,100.0,10.0,5.0,10.0,15.0,80.0,30.0,100.0
649,200.0,5.0,100.0,10.0,5.0,10.0,15.0,80.0,30.0,100.0
650,10.0,20.0,100.0,10.0,5.0,10.0,15.0,80.0,30.0,100.0
651,200.0,20.0,100.0,10.0,5.0,10.0,15.0,80.0,30.0,100.0
652,10.0,5.0,200.0,10.0,5.0,10.0,15.0,80.0,30.0,100.0
653,200.0,5.0,200.0,10.0,5.0,10.0,15.0,80.0,30.0,100.0
654,10.0,20.0,200.0,10.0,5.0,10.0,15.0,80.0,30.0,100.0
655,200.0,20.0,200.0,10.0,5.0,10.0,15.0,80.0,30.0,100.0
656,10.0,5.0,100.0,5.0,50.0,10.0,15.0,80.0,30.0,100.0
657,200.0,5.0,100.0,5.0,50.0,10.0,15.0,80.0,30.0,100.0
658,10.0,20.0,100.0,5.0,50.0,10.0,15.0,80.0,30.0,100.0
659,200.0,20.0,100.0,5.0,50.0,10.0,15.0,80.0,30.0,100.0
660,10.0,5.0,200.0,5.0,50.0,10.0,15.0,80.0,30.0,100.0
661,200.0,5.0,200.0,5.0,50.0,10.0,15.0,80.0,30.0,100.0
662,10.0,20.0,200.0,5.0,50.0,10.0,15.0,80.0,30.0,100.0
663,200.0,20.0,200.0,5.0,50.0,10.0,15.0,80.0,30.0,100.0
